Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity PeriodUnc Location
P10084 342.53 55.89 6.77e-13 3.71e-13 1.64e-13 0.003 0.22 undef 0 0 FrontB01
P06353 342.36 55.946 2.41e-15 1.41e-15 7.71e-16 0.001 0.09 undef 0 0 FrontB01
P04438 342.426 55.868 1.22e-12 8.12e-13 4.80e-13 0.001 0.15 undef 0 0 FrontB01
P06881 342.455 56.29 9.26e-13 5.48e-13 2.84e-13 0.002 -0.06 undef 0 0 FrontB01
P08629 342.439 55.871 1.22e-16 1.07e-16 7.74e-17 0.001 -0.08 undef 50.13789299503585 0.1347410038092223 FrontB01
P03326 342.452 55.978 8.06e-17 7.20e-17 5.45e-17 0.0 -0.07 undef 49.16170903190913 0.13882969495823252 FrontB01
P04847 342.427 55.735 3.84e-14 1.97e-14 8.52e-15 0.001 0.01 undef 0 0 FrontB01
P05553 342.449 55.851 1.97e-14 1.02e-14 4.78e-15 0.003 -0.11 undef 0 0 FrontB01
P06264 342.557 55.821 6.38e-14 3.05e-14 1.39e-14 0.002 0.04 undef 0 0 FrontB01
P05915 342.655 55.71 1.23e-12 1.03e-12 6.77e-13 0.002 -0.11 undef 0 0 FrontB01
P07761 342.471 55.953 2.12e-13 4.37e-13 6.22e-13 0.002 -0.22 undef 0 0 FrontB01
P09921 342.428 55.953 2.36e-15 1.42e-15 7.25e-16 0.003 -0.17 undef 0 0 FrontB01
P09584 342.554 56.029 6.56e-16 4.82e-16 2.82e-16 0.0 -0.35 undef 0 0 FrontB01
P08834 342.394 55.818 3.46e-17 3.61e-17 2.91e-17 0.0 -0.13 undef 0 0 FrontB01
P08102 342.498 56.546 4.40e-16 3.49e-16 2.12e-16 0.003 -0.30 undef 0 0 FrontB01
P05758 342.627 55.827 5.36e-17 5.30e-17 4.11e-17 0.002 -0.25 undef 0 0 FrontB01
P00552 342.487 55.806 1.52e-14 8.42e-15 3.87e-15 0.002 -0.31 undef 0 0 FrontB01
P00656 342.79 46.741 5.31e-16 3.68e-16 2.12e-16 0.003 1.77 undef 0 0 FrontB01
P07686 342.515 55.728 3.54e-17 3.70e-17 3.05e-17 0.001 -0.20 undef 0 0 FrontB01
P09375 342.624 56.62 7.97e-16 5.69e-16 3.31e-16 0.002 -0.32 undef 0 0 FrontB01
P00532 342.706 58.754 1.35e-17 1.66e-17 1.46e-17 0.001 -0.29 undef 0 0 FrontB01
P10245 342.57 57.787 4.80e-14 2.54e-14 1.16e-14 0.001 -0.29 undef 0 0 FrontB01
P10066 342.577 55.972 4.01e-15 2.37e-15 1.20e-15 0.001 -0.44 undef 0 0 FrontB01
P03674 342.648 55.617 9.26e-17 8.78e-17 6.37e-17 0.001 -0.25 undef 48.84470714669533 0.16415220676177097 FrontB01
P07044 342.769 56.554 1.72e-14 9.11e-15 4.14e-15 0.001 -0.40 undef 0 0 FrontB01
P05986 342.696 56.463 3.80e-14 1.84e-14 8.51e-15 0.002 -0.48 undef 0 0 FrontB01
P09097 342.67 54.797 7.58e-16 5.24e-16 2.99e-16 0.001 0.08 undef 0 0 FrontB01
P05513 342.704 56.459 8.58e-16 6.09e-16 3.53e-16 0.002 -0.42 undef 0 0 FrontB01
P02179 342.697 56.117 5.43e-13 2.61e-13 1.33e-13 0.004 -0.52 undef 0 0 FrontB01
P03540 342.659 55.479 2.84e-14 1.44e-14 6.58e-15 0.002 -0.16 undef 0 0 FrontB01
P00230 342.699 55.688 4.54e-17 4.56e-17 3.46e-17 0.0 -0.48 undef 0 0 FrontB01
P09622 342.879 51.541 2.96e-14 1.46e-14 6.64e-15 0.001 0.32 undef 0 0 FrontB01
P08591 342.936 55.916 1.68e-17 1.86e-17 1.68e-17 0.003 -0.61 undef 0 0 FrontB01
P10092 342.867 56.156 2.89e-14 1.55e-14 6.92e-15 0.002 -0.70 undef 0 0 FrontB01
P04312 342.92 52.761 1.03e-17 1.31e-17 1.19e-17 0.003 0.14 undef 0 0 FrontB01
P07994 342.899 57.297 1.16e-14 6.03e-15 2.85e-15 0.002 -0.45 undef 0 0 FrontB01
P10303 342.905 57.116 1.92e-14 1.01e-14 4.65e-15 0.003 -0.58 undef 0 0 FrontB01
P04667 342.762 55.991 1.89e-17 9.07e-18 4.01e-18 0.001 -0.75 undef 0 0 FrontB01
P08372 342.992 53.957 7.27e-17 6.84e-17 5.30e-17 0.002 0.00 undef 0 0 FrontB01
P09597 343.02 54.584 1.18e-14 6.43e-15 3.02e-15 0.002 -0.16 undef 0 0 FrontB01
P01205 343.255 55.465 1.02e-14 5.37e-15 2.77e-15 0.001 -0.43 undef 0 0 FrontB01
P02272 343.055 56.665 3.29e-16 2.50e-16 1.58e-16 0.002 -0.75 undef 0 0 FrontB01
P00296 343.221 56.602 2.53e-15 1.55e-15 8.46e-16 0.001 -0.89 undef 0 0 FrontB01
P03719 343.152 57.903 1.11e-14 6.04e-15 2.72e-15 0.002 -0.56 undef 0 0 FrontB01
P03181 343.206 53.361 9.54e-17 8.60e-17 6.14e-17 0.001 0.10 undef 48.428343100692594 0.14345365131941676 FrontB01
P04459 343.212 56.582 1.81e-17 2.07e-17 1.81e-17 0.001 -0.89 undef 0 0 FrontB01
P01690 343.23 55.216 7.62e-13 9.11e-13 8.16e-13 -0.001 -0.40 undef 18.980998120693254 0.048241816704577056 FrontB01
P04068 343.325 56.229 9.43e-15 5.37e-15 2.54e-15 -0.0 -0.89 undef 0 0 FrontB01
P06833 343.321 55.292 4.56e-14 2.28e-14 9.98e-15 0.002 -0.54 undef 0 0 FrontB01
P09934 343.229 59.372 2.83e-15 1.77e-15 9.76e-16 0.002 -0.49 undef 0 0 FrontB01
P01121 343.233 55.692 1.38e-17 1.65e-17 1.42e-17 0.0 -0.76 undef 0 0 FrontB01
P08522 343.321 57.473 2.59e-14 1.27e-14 5.80e-15 0.001 -0.75 undef 0 0 FrontB01
P01946 343.444 56.177 1.62e-14 8.55e-15 4.09e-15 0.003 -0.99 undef 0 0 FrontB01
P04950 343.33 56.462 2.60e-14 1.35e-14 6.09e-15 0.003 -0.99 undef 0 0 FrontB01
P00684 343.619 56.479 2.81e-16 2.21e-16 1.42e-16 0.001 -1.01 undef 50.24875621890547 0.13359159158043074 FrontB01
P05812 343.681 55.821 6.32e-17 6.08e-17 4.73e-17 0.002 -0.97 undef 0 0 FrontB01
P05345 343.836 57.191 9.29e-15 5.15e-15 2.49e-15 0.001 -0.96 undef 0 0 FrontB01
P07111 343.951 56.989 1.16e-14 6.46e-15 3.05e-15 0.003 -1.09 undef 0 0 FrontB01
P02576 343.997 55.678 8.97e-13 5.39e-13 2.61e-13 0.002 -1.00 undef 0 0 FrontB01
P01170 344.031 56.272 2.73e-17 3.00e-17 2.51e-17 0.002 -1.13 undef 0 0 FrontB01
P07863 344.245 56.994 6.82e-14 3.40e-14 1.48e-14 0.002 -1.22 undef 0 0 FrontB01
P09275 344.186 57.338 1.07e-12 6.55e-13 3.43e-13 0.002 -1.15 undef 0 0 FrontB01
P03225 344.306 57.146 3.00e-16 2.29e-16 1.53e-16 0.001 -1.11 undef 0 0 FrontB01
P04509 344.589 53.274 2.40e-15 1.50e-15 8.11e-16 0.002 -0.36 undef 0 0 FrontB01
P06466 344.467 55.62 1.42e-16 1.19e-16 8.68e-17 0.002 -1.06 undef 49.375339489407935 0.0953587739600213 FrontB01
P00501 344.624 54.583 1.50e-17 1.76e-17 1.58e-17 0.001 -0.68 undef 0 0 FrontB01
P07739 344.747 57.492 7.65e-13 9.10e-13 8.04e-13 0.002 -1.23 undef 19.189360354654845 0.1001127286276071 FrontB01
P04292 344.966 52.707 4.96e-13 3.05e-13 1.59e-13 0.003 2.68 undef 0 0 FrontB01
P06127 344.917 57.216 7.22e-17 6.90e-17 5.16e-17 0.003 -1.31 undef 0 0 FrontB01
P09803 344.984 56.255 2.71e-14 1.34e-14 6.15e-15 0.003 -1.19 undef 0 0 FrontB01
P02130 339.696 63.815 1.80e-15 1.13e-15 6.03e-16 0.0 2.81 undef 0 0 FrontB02
P10410 340.173 60.726 4.34e-17 4.54e-17 3.36e-17 0.003 0.17 undef 0 0 FrontB02
P00546 341.3 62.438 4.26e-13 2.56e-13 1.20e-13 0.0 3.68 undef 0 0 FrontB02
P03308 342.1 62.153 9.94e-15 5.15e-15 2.41e-15 0.003 3.15 undef 0 0 FrontB02
P07738 342.459 62.67 1.55e-14 7.78e-15 3.66e-15 0.003 3.67 undef 0 0 FrontB02
P03199 342.83 62.826 1.91e-17 1.88e-17 1.62e-17 0.003 3.67 undef 0 0 FrontB02
P10115 343.774 63.284 1.57e-17 1.78e-17 1.44e-17 0.002 3.33 undef 0 0 FrontB02
P03194 343.739 63.009 1.28e-14 6.94e-15 3.20e-15 0.001 3.29 undef 0 0 FrontB02
P04682 343.757 62.688 3.25e-13 1.65e-13 7.77e-14 0.001 3.28 undef 0 0 FrontB02
P02385 343.775 63.193 2.65e-16 2.03e-16 1.22e-16 0.0 3.33 undef 0 0 FrontB02
P07123 343.817 63.154 3.99e-15 2.11e-15 1.10e-15 0.001 3.40 undef 0 0 FrontB02
P04501 343.994 64.393 3.22e-16 2.38e-16 1.57e-16 0.003 1.93 undef 0 0 FrontB02
P07776 344.128 62.639 2.35e-17 2.18e-17 1.83e-17 0.001 3.26 undef 0 0 FrontB02
P09563 344.226 62.105 7.63e-17 6.54e-17 4.44e-17 0.002 2.29 undef 49.80821917808219 0.09421412085385306 FrontB02
P07446 344.297 63.4 2.98e-16 2.18e-16 1.32e-16 -0.002 3.21 undef 0 0 FrontB02
P05959 344.504 63.215 1.08e-16 1.05e-16 6.32e-17 0.002 3.30 undef 50.24875621890547 0.10228969526868649 FrontB02
P06167 344.373 63.687 5.48e-16 3.94e-16 2.41e-16 -0.0 2.34 undef 0 0 FrontB02
P04707 344.571 63.031 2.42e-14 1.14e-14 6.18e-15 0.0 3.19 undef 0 0 FrontB02
P08159 344.475 63.093 2.59e-13 1.54e-13 6.69e-14 0.004 3.25 undef 0 0 FrontB02
P04193 344.776 62.969 1.75e-16 1.31e-16 8.05e-17 0.003 2.33 undef 0 0 FrontB02
P00312 344.767 63.762 2.18e-17 2.16e-17 1.62e-17 -0.0 2.33 undef 0 0 FrontB02
P09816 344.941 63.243 8.24e-16 5.13e-16 2.98e-16 0.002 3.01 undef 0 0 FrontB02
P04262 331.873 89.925 6.75e-14 3.46e-14 1.71e-14 0.001 -2.28 undef 0 0 FrontB03
P00242 333.645 77.302 9.42e-17 1.58e-16 2.11e-16 0.014 -3.59 71 0 0 FrontB03
P08941 330.002 90.811 3.80e-16 2.20e-16 1.17e-16 0.002 0.66 undef 0 0 FrontB04
P07779 330.017 90.64 8.46e-14 8.53e-14 5.80e-14 0.001 0.92 undef 0 0 FrontB04
P05071 330.047 90.5 1.02e-15 5.13e-16 2.78e-16 -0.0 0.29 undef 0 0 FrontB04
P04916 330.057 90.563 8.76e-16 5.77e-16 2.26e-16 0.001 0.36 undef 0 0 FrontB04
P01260 330.016 90.701 8.02e-14 4.93e-14 2.80e-14 0.0 0.25 undef 0 0 FrontB04
P06388 330.095 90.616 1.04e-17 9.31e-18 6.00e-18 -0.0 0.12 undef 49.05558553696708 0.17674005786285543 FrontB04
P06530 330.168 90.63 6.76e-14 3.97e-14 1.83e-14 0.0 0.16 undef 0 0 FrontB04
P00163 330.044 90.617 4.66e-17 3.30e-17 2.06e-17 0.001 -0.16 undef 0 0 FrontB04
P06101 330.091 90.487 4.31e-15 2.20e-15 1.02e-15 -0.001 -0.13 undef 0 0 FrontB04
P00384 330.043 90.676 3.41e-16 1.98e-16 1.11e-16 0.001 -0.11 undef 0 0 FrontB04
P10269 330.118 90.453 9.50e-16 4.51e-16 2.34e-16 0.002 -0.23 undef 0 0 FrontB04
P01500 330.04 90.284 5.92e-16 3.45e-16 1.77e-16 -0.0 -0.15 undef 0 0 FrontB04
P06628 330.013 90.271 6.69e-17 4.09e-17 2.62e-17 0.001 -0.21 undef 0 0 FrontB04
P03341 330.044 90.862 7.59e-16 4.79e-15 1.31e-14 -0.001 -0.32 undef 0 0 FrontB04
P01712 330.068 90.515 4.94e-15 2.22e-15 9.15e-16 -0.0 -0.61 undef 0 0 FrontB04
P01886 330.057 90.694 3.31e-16 1.70e-16 8.96e-17 0.001 -0.76 undef 0 0 FrontB04
P03215 330.071 90.803 3.09e-16 1.81e-16 1.00e-16 0.0 -0.88 undef 0 0 FrontB04
P08842 330.066 90.751 5.84e-17 4.43e-17 2.29e-17 0.0 -0.50 undef 0 0 FrontB04
P09543 330.11 90.472 2.29e-17 1.92e-17 1.14e-17 0.002 -0.97 undef 50.24875621890547 0.12935359463254742 FrontB04
P06429 330.019 90.431 8.14e-14 4.83e-14 2.50e-14 0.001 -0.39 undef 0 0 FrontB04
P00088 330.084 90.6 3.50e-16 2.21e-16 1.17e-16 0.001 -0.86 undef 0 0 FrontB04
P06395 330.2 90.541 1.00e-15 5.78e-16 2.58e-16 0.001 -0.35 undef 0 0 FrontB04
P07289 330.098 90.601 3.18e-16 1.76e-16 8.84e-17 0.002 -0.90 undef 0 0 FrontB04
P09040 330.207 90.723 7.59e-14 4.25e-14 2.16e-14 0.001 -0.52 undef 0 0 FrontB04
P09369 330.093 90.508 6.11e-15 1.51e-14 3.16e-14 0.001 -1.03 undef 0 0 FrontB04
P06011 330.226 90.477 5.25e-17 3.81e-17 2.30e-17 0.002 -1.18 undef 0 0 FrontB04
P07410 330.138 91.094 4.00e-17 2.55e-17 1.67e-17 0.001 -0.54 undef 0 0 FrontB04
P00790 330.3 90.568 2.74e-16 1.70e-16 8.55e-17 0.001 -1.64 undef 0 0 FrontB04
P07809 330.355 90.546 6.12e-16 3.54e-16 1.81e-16 -0.002 -0.85 undef 0 0 FrontB04
P09807 330.375 90.57 3.12e-15 1.30e-15 6.10e-16 -0.0 -1.72 undef 0 0 FrontB04
P01779 330.282 90.564 7.28e-14 4.75e-14 2.52e-14 -0.002 -1.64 undef 0 0 FrontB04
P02191 330.391 90.464 1.58e-15 7.09e-16 3.97e-16 0.001 -1.78 undef 0 0 FrontB04
P01186 330.472 90.573 7.15e-14 3.65e-14 1.71e-14 -0.001 -1.96 undef 0 0 FrontB04
P03549 330.379 90.487 3.22e-14 1.65e-14 7.88e-15 0.0 -2.22 undef 0 0 FrontB04
P00349 330.509 90.963 7.25e-17 4.57e-17 2.84e-17 0.002 -1.23 undef 0 0 FrontB04
P07432 330.468 90.614 6.39e-16 3.29e-16 1.71e-16 0.0 -2.34 undef 0 0 FrontB04
P08884 330.6 90.759 8.13e-17 5.46e-17 3.44e-17 0.002 -2.11 undef 0 0 FrontB04
P02487 330.582 90.072 8.69e-16 5.08e-16 2.52e-16 0.0 -1.08 undef 0 0 FrontB04
P02806 330.585 90.422 4.65e-17 3.45e-17 1.93e-17 0.0 -2.32 undef 0 0 FrontB04
P09217 330.509 90.957 3.26e-17 2.52e-17 1.51e-17 -0.0 -1.30 undef 0 0 FrontB04
P02413 330.618 90.235 6.85e-16 3.75e-16 1.83e-16 0.001 -1.39 undef 0 0 FrontB04
P06910 330.534 90.971 4.00e-16 2.34e-16 1.28e-16 0.0 -1.29 undef 0 0 FrontB04
P02004 330.632 90.776 2.63e-17 1.86e-17 1.25e-17 0.002 -2.57 undef 0 0 FrontB04
P05698 330.723 90.614 8.65e-17 6.08e-17 3.86e-17 -0.0 -2.25 undef 0 0 FrontB04
P01398 330.669 90.289 2.45e-15 8.84e-15 2.20e-14 0.002 -2.01 undef 0 0 FrontB04
P07700 330.767 90.706 2.10e-15 1.16e-15 4.61e-16 0.001 -2.78 undef 0 0 FrontB04
P03761 330.908 90.154 3.98e-14 1.97e-14 8.17e-15 -0.001 -1.54 undef 0 0 FrontB04
P07657 330.842 91.141 3.32e-17 2.21e-17 1.45e-17 0.002 -1.28 undef 0 0 FrontB04
P10420 330.906 90.374 9.73e-16 5.72e-16 2.43e-16 0.001 -2.57 undef 0 0 FrontB04
P07277 331.01 90.58 2.42e-15 1.26e-15 5.24e-16 0.002 -3.00 undef 0 0 FrontB04
P07526 331.122 90.811 7.69e-17 5.59e-17 2.86e-17 0.0 -2.57 undef 0 0 FrontB04
P00654 331.078 90.342 9.25e-14 5.37e-14 2.51e-14 -0.001 -2.99 undef 0 0 FrontB04
P00427 330.979 90.459 1.70e-16 1.17e-16 5.53e-17 0.001 -3.06 undef 0 0 FrontB04
P02473 331.064 90.502 2.74e-15 1.54e-15 7.12e-16 0.001 -2.68 undef 0 0 FrontB04
P01323 331.189 90.256 6.56e-17 4.58e-17 2.51e-17 0.001 -2.98 undef 0 0 FrontB04
P06265 331.204 90.432 3.92e-14 1.73e-14 7.56e-15 -0.001 -3.10 undef 0 0 FrontB04
P06319 331.22 90.705 1.07e-13 6.71e-14 3.41e-14 -0.001 -2.98 undef 0 0 FrontB04
P08073 331.325 90.197 1.02e-16 7.33e-17 4.29e-17 -0.002 -2.57 undef 0 0 FrontB04
P09304 331.412 90.251 8.99e-14 7.94e-14 6.47e-14 0.001 -2.74 undef 0 0 FrontB04
P02545 331.613 90.549 3.74e-16 2.39e-16 1.13e-16 -0.001 -3.25 undef 0 0 FrontB04
P09054 333.138 90.845 2.16e-16 1.48e-16 7.03e-17 -0.0 -3.53 undef 0 0 FrontB04
P03452 330.586 133.935 3.94e-17 6.78e-17 9.73e-17 0.018 -0.58 56 0 0 FrontB06
P01942 330.671 132.275 4.66e-12 2.02e-12 1.05e-12 0.024 -0.53 42 0 0 FrontB06
P07706 330.624 133.587 1.14e-11 5.48e-12 2.41e-12 0.026 -0.65 38 0 0 FrontB06
P07425 330.748 123.016 1.65e-13 1.02e-13 5.68e-14 0.022 -0.87 45 0 0 FrontB06
P01479 331.324 130.524 7.50e-17 1.51e-16 2.21e-16 0.029 -0.42 34 0 0 FrontB06
P03461 334.306 132.757 6.07e-11 5.95e-11 6.03e-11 0.016 -0.45 62 18.823773037896046 0.020858986483993647 FrontB06
P08200 335.557 134.083 1.68e-12 8.98e-13 3.99e-13 0.023 -0.97 43 0 0 FrontB06
P01875 337.064 130.269 1.49e-14 1.50e-14 1.21e-14 0.034 -0.52 29 0 0 FrontB06
P05945 337.297 124.066 3.09e-12 1.38e-12 5.78e-13 0.02 -0.97 50 0 0 FrontB06
P05712 339.494 132.863 7.15e-16 1.01e-15 6.27e-16 0.014 -0.25 71 0 0 FrontB06
P06134 340.142 133.683 5.11e-13 2.71e-13 1.11e-13 0.006 1.24 167 0 0 FrontB06
P09493 341.327 131.497 3.33e-14 2.47e-14 1.47e-14 0.019 -0.85 53 0 0 FrontB06
P04137 341.998 131.992 3.03e-13 2.03e-13 1.07e-13 0.023 -1.04 43 0 0 FrontB06
P09061 342.683 133.176 1.94e-12 1.38e-12 5.17e-13 0.015 -0.63 67 0 0 FrontB06
P07112 343.061 134.702 3.04e-16 4.26e-16 5.17e-16 0.029 -0.86 34 0 0 FrontB06
P01385 343.458 129.987 3.63e-16 3.82e-16 3.41e-16 0.006 1.65 167 0 0 FrontB06
P05735 343.536 134.281 9.07e-13 4.70e-13 2.21e-13 0.009 0.16 111 0 0 FrontB06
P00269 343.833 134.173 4.27e-15 3.13e-15 1.94e-15 0.006 0.99 167 0 0 FrontB06
P06567 343.926 130.8 5.63e-12 7.65e-12 8.37e-12 0.008 1.34 125 19.58629605688429 0.026856577682172665 FrontB06
P09803 345.014 56.081 2.66e-14 1.34e-14 6.10e-15 0.001 -1.20 undef 0 0 FrontC01
P10219 345.466 56.378 1.06e-14 5.81e-15 2.85e-15 0.003 -1.25 undef 0 0 FrontC01
P02844 345.326 57.499 1.49e-17 1.71e-17 1.54e-17 0.002 -1.25 undef 0 0 FrontC01
P03305 346.138 54.159 4.99e-14 2.52e-14 1.09e-14 0.002 -0.81 undef 0 0 FrontC01
P06201 346.089 58.319 2.87e-15 1.82e-15 9.37e-16 0.001 -1.22 undef 0 0 FrontC01
P09359 346.367 56.805 1.01e-14 5.92e-15 2.78e-15 0.002 -1.33 undef 0 0 FrontC01
P08572 346.87 46.84 3.53e-16 2.66e-16 1.60e-16 0.001 1.22 undef 0 0 FrontC01
P01253 346.943 59.285 4.52e-17 4.66e-17 3.67e-17 0.003 -1.23 undef 0 0 FrontC01
P06749 347.398 58.65 3.54e-15 2.14e-15 1.08e-15 0.003 -1.31 undef 0 0 FrontC01
P06796 347.697 52.205 1.96e-14 1.00e-14 4.68e-15 -0.001 2.53 undef 0 0 FrontC01
P09794 348.368 50.076 4.29e-13 5.14e-13 4.52e-13 0.003 2.37 undef 18.96515752138535 0.028907942687409406 FrontC01
P07696 348.708 50.561 4.81e-13 3.02e-13 1.55e-13 0.002 2.51 undef 0 0 FrontC01
P03005 349.899 49.029 1.71e-17 1.88e-17 1.47e-17 0.001 1.41 undef 0 0 FrontC01
P06560 350.099 50.5 3.88e-17 3.82e-17 2.68e-17 0.001 2.26 undef 0 0 FrontC01
P09811 350.437 51.222 1.53e-15 9.40e-16 5.03e-16 0.002 2.14 undef 0 0 FrontC01
P01026 350.462 50.904 3.29e-15 1.92e-15 9.28e-16 -0.001 2.20 undef 0 0 FrontC01
P02988 350.568 51.111 4.29e-16 3.07e-16 1.73e-16 0.001 1.83 undef 0 0 FrontC01
P02113 350.705 51.061 2.50e-16 1.89e-16 1.17e-16 0.001 1.94 undef 0 0 FrontC01
P07908 350.746 51.703 6.04e-13 3.66e-13 2.06e-13 0.001 1.69 undef 0 0 FrontC01
P09752 350.933 50.335 1.89e-14 9.14e-15 4.45e-15 0.001 1.85 undef 0 0 FrontC01
P08468 351.072 49.928 5.92e-17 5.20e-17 3.68e-17 0.0 1.43 undef 49.9176276771005 0.12649179567847088 FrontC01
P03771 351.257 50.95 1.10e-14 5.74e-15 2.63e-15 -0.0 1.82 undef 0 0 FrontC01
P08263 351.083 49.673 3.85e-14 1.81e-14 8.15e-15 0.001 1.28 undef 0 0 FrontC01
P09761 351.471 49.157 7.72e-17 7.24e-17 4.78e-17 0.002 0.53 undef 49.59083469721767 0.1206204582576126 FrontC01
P09125 351.431 50.299 3.68e-15 2.01e-15 9.94e-16 0.002 1.32 undef 0 0 FrontC01
P01591 351.59 49.172 3.50e-15 2.03e-15 1.02e-15 0.001 1.01 undef 0 0 FrontC01
P07409 351.633 51.331 3.90e-17 3.66e-17 2.69e-17 0.002 1.26 undef 0 0 FrontC01
P04555 351.622 51.991 2.09e-15 1.24e-15 5.96e-16 0.002 1.38 undef 0 0 FrontC01
P05018 351.776 50.569 1.19e-14 6.03e-15 2.93e-15 -0.0 1.47 undef 0 0 FrontC01
P03753 351.647 50.723 1.74e-16 1.32e-16 8.64e-17 0.0 1.52 undef 0 0 FrontC01
P04026 351.842 50.708 1.18e-16 9.23e-17 6.31e-17 0.002 1.02 undef 49.59083469721767 0.12366952694998622 FrontC01
P08492 351.873 50.699 3.81e-16 2.73e-16 1.60e-16 0.003 0.93 undef 0 0 FrontC01
P00246 351.806 50.884 2.22e-16 1.65e-16 1.06e-16 0.002 1.12 undef 0 0 FrontC01
P02145 351.969 50.111 3.19e-17 2.79e-17 2.31e-17 0.002 0.83 undef 0 0 FrontC01
P06041 351.911 49.076 1.59e-17 1.66e-17 1.39e-17 0.0 0.09 undef 0 0 FrontC01
P02689 352.086 50.431 4.95e-17 4.52e-17 3.30e-17 0.002 0.89 undef 49.05558553696708 0.10516611334689903 FrontC01
P06479 351.951 50.614 3.82e-16 2.71e-16 1.59e-16 0.001 0.92 undef 0 0 FrontC01
P02542 352.006 50.497 2.81e-16 1.98e-16 1.19e-16 0.002 0.85 undef 0 0 FrontC01
P00657 352.077 50.588 1.34e-16 1.07e-16 7.02e-17 0.001 0.78 undef 50.69715560513106 0.16499984403161222 FrontC01
P10063 352.12 50.831 4.62e-13 2.69e-13 1.32e-13 0.0 0.98 undef 0 0 FrontC01
P08799 352.063 50.493 1.09e-15 6.58e-16 3.59e-16 0.002 0.38 undef 0 0 FrontC01
P07330 352.077 50.349 3.96e-13 2.04e-13 9.53e-14 0.002 0.35 undef 0 0 FrontC01
P08956 352.049 50.642 4.10e-16 2.74e-16 1.63e-16 0.002 0.73 undef 0 0 FrontC01
P03794 352.065 50.966 5.47e-17 5.01e-17 3.51e-17 0.002 0.77 undef 49.05558553696708 0.11390296536612389 FrontC01
P06246 352.184 50.981 1.33e-15 8.64e-16 4.55e-16 -0.0 0.72 undef 0 0 FrontC01
P08767 352.176 50.464 3.29e-17 3.06e-17 2.34e-17 0.001 0.67 undef 0 0 FrontC01
P03787 352.156 50.537 4.78e-15 2.70e-15 1.24e-15 0.001 0.11 undef 0 0 FrontC01
P07935 352.189 50.638 2.26e-15 1.29e-15 6.71e-16 0.0 0.32 undef 0 0 FrontC01
P09476 352.365 50.675 2.04e-15 1.15e-15 5.91e-16 0.002 0.40 undef 0 0 FrontC01
P05573 352.325 51.907 3.06e-17 3.10e-17 2.46e-17 0.001 0.64 undef 0 0 FrontC01
P03867 352.327 50.634 3.04e-14 1.53e-14 7.02e-15 0.002 0.28 undef 0 0 FrontC01
P01954 352.269 50.189 4.11e-13 2.29e-13 1.03e-13 0.0 -0.43 undef 0 0 FrontC01
P00166 352.375 49.882 2.46e-16 1.92e-16 1.14e-16 0.0 -0.26 undef 0 0 FrontC01
P07737 352.236 51.22 2.37e-14 1.11e-14 5.08e-15 0.001 0.43 undef 0 0 FrontC01
P07369 352.324 50.776 4.04e-16 2.66e-16 1.58e-16 0.002 0.14 undef 0 0 FrontC01
P06027 352.443 50.58 2.30e-14 1.19e-14 5.40e-15 0.002 -0.28 undef 0 0 FrontC01
P01790 352.472 50.486 6.32e-15 3.59e-15 1.68e-15 0.004 -0.22 undef 0 0 FrontC01
P08873 352.285 50.168 1.26e-14 6.77e-15 3.20e-15 -0.0 -0.45 undef 0 0 FrontC01
P00187 352.385 48.193 8.72e-16 5.75e-16 3.12e-16 0.002 -0.18 undef 0 0 FrontC01
P06478 352.324 50.123 6.93e-16 4.22e-16 2.60e-16 0.0 -0.68 undef 0 0 FrontC01
P09107 352.44 54.165 1.63e-17 1.66e-17 1.37e-17 0.0 0.68 undef 0 0 FrontC01
P09003 352.317 51.523 2.76e-17 2.74e-17 2.20e-17 0.001 0.49 undef 0 0 FrontC01
P10215 352.415 51.357 1.01e-17 1.21e-17 9.99e-18 -0.001 0.55 undef 0 0 FrontC01
P01755 352.499 50.387 6.22e-13 5.25e-13 3.84e-13 0.004 -0.55 undef 0 0 FrontC01
P02581 352.743 50.412 2.53e-13 3.66e-13 3.71e-13 0.002 -0.67 undef 19.75657465768311 0.07820267305172335 FrontC01
P00353 352.631 51.086 2.32e-14 1.16e-14 5.35e-15 0.001 -0.42 undef 0 0 FrontC01
P03155 352.609 50.468 5.48e-15 2.93e-15 1.43e-15 0.002 -0.57 undef 0 0 FrontC01
P09850 352.674 51.48 3.33e-17 3.32e-17 2.45e-17 0.001 0.19 undef 0 0 FrontC01
P04987 352.867 52.333 2.55e-14 1.18e-14 5.67e-15 0.001 0.39 undef 0 0 FrontC01
P08015 352.749 50.522 2.18e-16 1.61e-16 1.03e-16 0.001 -0.85 undef 0 0 FrontC01
P03997 352.87 49.516 1.80e-15 1.08e-15 5.98e-16 0.001 -0.67 undef 0 0 FrontC01
P01670 352.982 50.467 2.23e-14 1.07e-14 4.89e-15 0.002 -0.60 undef 0 0 FrontC01
P00497 353.085 50.381 2.54e-15 1.51e-15 7.76e-16 0.002 -0.91 undef 0 0 FrontC01
P01422 353.097 49.985 1.04e-15 6.57e-16 3.37e-16 0.002 -0.94 undef 0 0 FrontC01
P09169 353.122 50.058 1.37e-17 1.48e-17 1.22e-17 0.0 -1.19 undef 0 0 FrontC01
